no. in part 3,species name,author names with var. and ssp.,phylum: family,life form,status,if cultivated,synonyms
280,Ficus ruginervia, L., Magnoliophyta: Moraceae, climber,extinct,,
281,Ficus subgelderi, Corner var. subgelderi, Magnoliophyta: Moraceae, strangler,extinct,,
282,Fimbristylis nutans, (Retz.) Vahl, Magnoliophyta: Cyperaceae, herb,extinct,,
283,Flickingeria angustifolia, (Blume) Hawkes, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
284,Flickingeria bancana, (J.J. Sm.) Hawkes, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
285,Flickingeria comata, (Blume) Hawkes, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
286,Flickingeria fimbriata, (Blume) A.D. Hawkes, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
287,Flickingeria fugax, (Rchb. f.) Seidenf., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
288,Flickingeria xantholeuca, (Rchb. f.) Hawkes, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
289,Freycinetia confusa, Ridl., Magnoliophyta: Pandanaceae, climber,extinct,,
290,Freycinetia corneri, B.C. Stone, Magnoliophyta: Pandanaceae, climber,extinct,,
291,Freycinetia javanica, Blume, Magnoliophyta: Pandanaceae, climber,extinct,,
292,Friesodielsia glauca, (Hook. f. & Thoms.) Steenis, Magnoliophyta: Annonaceae, climber,extinct,,
293,Gaertnera vaginans, (DC.) Merr. ssp. junghuhnii (Miq.) van Beusekom, Magnoliophyta: Rubiaceae, shrub,extinct,,
294,Garcinia pyrifera, Ridl., Magnoliophyta: Clusiaceae, tree,extinct,,
295,Gardenia griffithii, Hook. f., Magnoliophyta: Rubiaceae, tree,extinct,,
296,Gardeniopsis longifolia, Miq., Magnoliophyta: Rubiaceae, shrub,extinct,,
297,Genianthus maingayi, Hook. f., Magnoliophyta: Apocynaceae, climber,extinct,,
298,Geophila pilosa, Pears., Magnoliophyta: Rubiaceae, climber,extinct,,
299,Gironniera hirta, Ridl., Magnoliophyta: Cannabaceae, shrub,extinct,,
300,Globba pendula, Roxb. ssp. pendula var. pendula, Magnoliophyta: Zingiberaceae, herb,extinct, cultivated,
301,Globba variabilis, Ridl. ssp. pusilla S.N. Lim, Magnoliophyta: Zingiberaceae, herb,extinct,,
302,Glochidion glomerulatum, (Miq.) Boerl., Magnoliophyta: Phyllanthaceae, tree,extinct,,
303,Glochidion kunstlerianum, Gage, Magnoliophyta: Phyllanthaceae, shrub,extinct,,
304,Glochidion varians, Miq., Magnoliophyta: Phyllanthaceae, tree,extinct,, =G. fuscum (Müll.Arg.) Boerl.
305,Glochidion wallichianum, Müll. Arg., Magnoliophyta: Phyllanthaceae, tree,extinct,,
306,Glycosmis trifoliata, (Blume) Spreng., Magnoliophyta: Rutaceae, tree,extinct,, =G. lanceolata Spreng.
307,Glyptopetalum quadrangulare, Prain ex King, Magnoliophyta: Celastraceae, shrub,extinct,,
308,Gmelina philippensis, Cham., Magnoliophyta: Lamiaceae, climber,extinct, cultivated,
309,Grammatophyllum speciosum, Blume, Magnoliophyta: Orchidaceae, epiphyte,extinct, cultivated,
310,Grenacheria amentacea, (C.B. Clarke) Mez, Magnoliophyta: Myrsinaceae, climber,extinct,,
311,Grenacheria fulva, (Mez) Airy Shaw, Magnoliophyta: Myrsinaceae, climber,extinct,,
312,Gymnosiphon aphyllus, Blume, Magnoliophyta: Burmanniaceae, herb,extinct,,
313,Habenaria singapurensis, Ridl., Magnoliophyta: Orchidaceae, herb,extinct,,
314,Halodule pinifolia, (Miki) den Hartog, Magnoliophyta: Cymodoceaceae, herb,extinct,,
315,Halodule uninervis, (Forsk.) Aschers., Magnoliophyta: Cymodoceaceae, herb,extinct,,
316,Helicia excelsa, (Roxb.) Blume, Magnoliophyta: Proteaceae, tree,extinct,,
317,Helicia robusta, (Roxb.) R. Br. ex Wall., Magnoliophyta: Proteaceae, tree,extinct,,
318,Helixanthera coccinea, (Jack) Danser, Magnoliophyta: Loranthaceae, epiphyte,extinct,,
319,Helixanthera parasitica, Lour., Magnoliophyta: Loranthaceae, epiphyte,extinct,,
320,Hernandia nymphaeifolia, (C. Presl) Kubitzki, Magnoliophyta: Hernandiaceae, tree,extinct, cultivated,
321,Hetaeria nitida, Ridl., Magnoliophyta: Orchidaceae, herb,extinct,,
322,Hetaeria obliqua, Blume, Magnoliophyta: Orchidaceae, herb,extinct,,
323,Heterosmilax borneensis, A. DC., Magnoliophyta: Smilacaceae, climber,extinct,, =H. indica auct. non A. DC.
324,Horsfieldia sparsa, W.J. de Wilde, Magnoliophyta: Myristicaceae, tree,extinct,,
325,Hoya campanulata, Blume, Magnoliophyta: Apocynaceae, climber,extinct,,
326,Hoya coriacea, Blume, Magnoliophyta: Apocynaceae, epiphyte,extinct,,
327,Hoya coronaria, Blume, Magnoliophyta: Apocynaceae, epiphyte,extinct,,
328,Hoya finlaysonii, Wight, Magnoliophyta: Apocynaceae, epiphyte,extinct,,
329,Hoya obtusifolia, Wight, Magnoliophyta: Apocynaceae, epiphyte,extinct,,
330,Hoya revoluta, Wight, Magnoliophyta: Apocynaceae, climber,extinct,,
331,Huperzia carinata, (Desv. ex Poir.) Trevis., Lycophyta: Lypopodiaceae, epiphyte,extinct,,
332,Huperzia nummulariifolia, (Blume) T. C. Chambers, Lycophyta: Lypopodiaceae, epiphyte,extinct,,
333,Huperzia phyllantha, (Hook. f. & Arn.) Holub, Lycophyta: Lypopodiaceae, epiphyte,extinct,,
334,Huperzia squarrosa, (G. Forst.) Trevis., Lycophyta: Lypopodiaceae, epiphyte,extinct,,
335,Hymenophyllum polyanthos, Sw., Filicinophyta: Hymenophyllaceae, epiphyte,extinct,,
336,Hypobathrum coniferum, (Ridl.) Bakh. f., Magnoliophyta: Rubiaceae, shrub,extinct,,
337,Hypserpa nitida, Miers, Magnoliophyta: Menispermaceae, climber,extinct,,
338,Illigera trifoliata, (Griff.) Dunn., Magnoliophyta: Hernandiaceae, climber,extinct,,
339,Ixora concinna, Hook. f., Magnoliophyta: Rubiaceae, shrub,extinct, cultivated,
340,Ixora grandifolia, Zoll. & Moritzi var. grandifolia, Magnoliophyta: Rubiaceae, shrub,extinct, cultivated,
341,Ixora umbellata, Valeton ex Koord. & Valeton, Magnoliophyta: Rubiaceae, shrub,extinct,,
342,Jasminum griffithii, C.B. Clarke, Magnoliophyta: Oleaceae, climber,extinct,,
343,Jasminum longipetalum, King & Gamble, Magnoliophyta: Oleaceae, climber,extinct,,
344,Justicia quadrifaria, (Nees) T. Anderson, Magnoliophyta: Acanthaceae, herb,extinct,,
345,Kleinhovia hospita, L., Magnoliophyta: Malvaceae, tree,extinct, cultivated,
346,Knema glaucescens, Jack, Magnoliophyta: Myristicaceae, tree,extinct, cultivated,
347,Knema rubens, (Sinclair) W.J. de Wilde, Magnoliophyta: Myristicaceae, tree,extinct,,
348,Kokoona littoralis, Laws., Magnoliophyta: Celastraceae, tree,extinct,,
349,Korthalsia laciniosa, (Griff.) Mart., Magnoliophyta: Arecaceae, climber,extinct,,
350,Korthalsia scortechinii, Becc., Magnoliophyta: Arecaceae, climber,extinct,,
351,Lasianthus glaber, Ridl., Magnoliophyta: Rubiaceae, shrub,extinct,,
352,Lasianthus maingayi, Hook. f., Magnoliophyta: Rubiaceae, shrub,extinct,,
353,Lasianthus pterospermus, Wight, Magnoliophyta: Rubiaceae, shrub,extinct,,
354,Lasianthus stipularis, Blume, Magnoliophyta: Rubiaceae, shrub,extinct,,
355,Lecananthus erubescens, Jack, Magnoliophyta: Rubiaceae, climber,extinct,,
356,Leea aequata, L., Magnoliophyta: Vitaceae, shrub,extinct,,
357,Leea rubra, Blume ex Spreng., Magnoliophyta: Vitaceae, shrub,extinct, cultivated,
358,Lepironia articulata, (Retz.) Domin, Magnoliophyta: Cyperaceae, herb,extinct, cultivated,
359,Licuala triphylla, Griff., Magnoliophyta: Arecaceae, shrub,extinct,,
360,Lindernia caespitosa, (Blume) Panigrahi, Magnoliophyta: Linderniaceae, herb,extinct,,
361,Lindsaea borneensis, Hook. ex Baker, Filicinophyta: Dennstaedtiaceae, herb,extinct,,
362,Lindsaea divergens, Hook. & Grev., Filicinophyta: Dennstaedtiaceae, herb,extinct,,
363,Lindsaea heterophylla, Dryand., Filicinophyta: Dennstaedtiaceae, herb,extinct,,
364,Lindsaea lucida, Blume, Filicinophyta: Dennstaedtiaceae, herb,extinct,,
365,Lindsaea orbiculata, (Lam.) Mett., Filicinophyta: Dennstaedtiaceae, climber,extinct,,
366,Lindsaea ovata, J. Sm., Filicinophyta: Dennstaedtiaceae, climber,extinct,,
367,Lindsaea parallelogramma, Alderw., Filicinophyta: Dennstaedtiaceae, herb,extinct,,
368,Lindsaea repens, (Bory) Thwaites var. pectinata (Blume) Mett., Filicinophyta: Dennstaedtiaceae, epiphyte,extinct,,
369,Lindsaea walkerae, Hook., Filicinophyta: Dennstaedtiaceae, herb,extinct,,
370,Liparis elegans, Lindl., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
371,Liparis gibbosa, Finet, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
372,Liparis tricallosa, Rchb. f., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
373,Liparis wrayi, Hook. f., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
374,Lithocarpus cyclophorus, (Endl.) A. Camus, Magnoliophyta: Fagaceae, tree,extinct,,
375,Lithocarpus gracilis, (Korth.) Soepadmo, Magnoliophyta: Fagaceae, tree,extinct,,
376,Litsea gracilipes, Hook. f., Magnoliophyta: Lauraceae, tree,extinct,,
377,Litsea lanceolata, (Blume) Kosterm., Magnoliophyta: Lauraceae, shrub,extinct,,
378,Loeseneriella macrantha, (Korth.) A.C. Smith, Magnoliophyta: Celastraceae, climber,extinct,,
379,Macaranga caladiifolia, Becc., Magnoliophyta: Euphorbiaceae, tree,extinct,,
380,Macaranga hosei, King ex Hook. f., Magnoliophyta: Euphorbiaceae, tree,extinct,,
381,Macaranga pruinosa, (Miq.) Müll.Arg., Magnoliophyta: Euphorbiaceae, tree,extinct,,
382,Machaerina rubiginosa, (Spreng.) Koyama, Magnoliophyta: Cyperaceae, herb,extinct,,
383,Macodes petola, (Blume) Lindl., Magnoliophyta: Orchidaceae, herb,extinct,,
384,Macrolenes nemorosa, (Jack) Bakh.f., Magnoliophyta: Melastomataceae, climber,extinct,,
385,Macrosolen papillosus, (Gamble) Danser, Magnoliophyta: Loranthaceae, epiphyte,extinct,,
386,Madhuca decipiens, Sinclair, Magnoliophyta: Sapotaceae, tree,extinct,,
387,Madhuca sessilis, (King & Gamble) Baehni, Magnoliophyta: Sapotaceae, tree,extinct,,
388,Magnolia maingayi, King, Magnoliophyta: Magnoliaceae, tree,extinct,,
389,Malaxis micrantha, (Hook. f.) Kuntze, Magnoliophyta: Orchidaceae, herb,extinct,,
390,Mallotus macrostachyus, (Miq.) Müll. Arg., Magnoliophyta: Euphorbiaceae, tree,extinct,,
391,Mangifera laurina, Blume, Magnoliophyta: Anacardiaceae, tree,extinct,,
392,Mangifera paludosa, Kosterm., Magnoliophyta: Anacardiaceae, tree,extinct,,
393,Mangifera parvifolia, Boerl. & Koord., Magnoliophyta: Anacardiaceae, tree,extinct,,
394,Mapania longiflora, C.B. Clarke, Magnoliophyta: Cyperaceae, herb,extinct,,
395,Mapania lorea, Uittien, Magnoliophyta: Cyperaceae, herb,extinct,,
396,Mapania squamata, (Kurz) Clark, Magnoliophyta: Cyperaceae, herb,extinct,,
397,Mapania wallichii, C.B. Clarke, Magnoliophyta: Cyperaceae, herb,extinct,,
398,Maschalocorymbus corymbosus, (Blume) Bremek, Magnoliophyta: Rubiaceae, shrub,extinct,, =Urophyllum corymbosum (Blume) Korth.
399,Maytenus emarginata, (Willd.) D. Hou, Magnoliophyta: Celastraceae, shrub,extinct,,
400,Medinilla crassifolia, (Reinw. ex Blume) Blume, Magnoliophyta: Melastomataceae, epiphyte,extinct,,
401,Medinilla radicans, (Blume) Blume, Magnoliophyta: Melastomataceae, shrub,extinct,,
402,Megistostigma glabratum, (Kurz) Govaerts, Magnoliophyta: Euphorbiaceae, climber,extinct,,
403,Melaleuca cajuputi, Powell, Magnoliophyta: Myrtaceae, shrub,extinct, cultivated,
404,Meliosma pinnata, (Roxb.) Maxim. ssp. ridleyi (King) Beus., Magnoliophyta: Sabiaceae, tree,extinct,,
405,Melodinus orientalis, Blume, Magnoliophyta: Apocynaceae, climber,extinct,, =M. micranthus Hook.f.
406,Memecylon acuminatum, Sm. var. acuminatum, Magnoliophyta: Melastomataceae, tree,extinct,,
407,Memecylon cinereum, King, Magnoliophyta: Melastomataceae, shrub,extinct,,
408,Memecylon globosum, Bakh. f., Magnoliophyta: Melastomataceae, shrub,extinct,,
409,Memecylon intermedium, Blume, Magnoliophyta: Melastomataceae, tree,extinct,,
410,Memecylon lancifolium, Ridl., Magnoliophyta: Melastomataceae, tree,extinct,,
411,Memecylon pauciflorum, Blume, Magnoliophyta: Melastomataceae, tree,extinct, cultivated,
412,Memecylon pubescens, (Cl.) King, Magnoliophyta: Melastomataceae, tree,extinct,,
413,Metathelypteris dayi, (Bedd.) Holttum, Filicinophyta: Thelypteridaceae, herb,extinct,,
414,Microcos globulifera, (Mast.) Burret, Magnoliophyta: Malvaceae, tree,extinct,,
415,Micropera fuscolutea, (Lindl.) Gary, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
416,Microsaccus ampullaceus, J.J. Sm., Magnoliophyta: Orchidaceae, herb,extinct,,
417,Microsaccus griffithii, (Par. & Rchb. f.) Seidenfaden, Magnoliophyta: Orchidaceae, herb,extinct,,
418,Microsaccus javensis, Blume, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
419,Microsaccus sumatranus, J.J. Sm., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
420,Miliusa longipes, King, Magnoliophyta: Annonaceae, tree,extinct,,
421,Mischocarpus pentapetalus, (Roxb.) Radlk., Magnoliophyta: Sapindaceae, tree,extinct,,
422,Monogramma dareicarpa, Hook., Filicinophyta: Vittariaceae, epiphyte,extinct,,
423,Morinda citrifolia, L., Magnoliophyta: Rubiaceae, tree,extinct, cultivated, =M. tomentosa Heyne
424,Morinda rigida, Miq., Magnoliophyta: Rubiaceae, climber,extinct,,
425,Mucuna acuminata, Grah. ex Baker, Magnoliophyta: Fabaceae, climber,extinct,,
426,Mucuna gigantea, (Willd.) DC., Magnoliophyta: Fabaceae, climber,extinct,,
427,Mussaenda maingayi, (Hook. f.) Hemsl. ex B.D. Jacks., Magnoliophyta: Rubiaceae, climber,extinct,, =M. mutabilis Hook.f.
428,Mycaranthes obliqua, Lindl., Magnoliophyta: Orchidaceae, epiphyte,extinct,, =Eria obliqua (Lindl.) Lindl.
429,Mycetia malayana, (Wall. ex Ridl.) Craib, Magnoliophyta: Rubiaceae, shrub,extinct,,
430,Myrmecodia tuberosa, Jack, Magnoliophyta: Rubiaceae, herb,extinct, cultivated,
431,Nauclea subdita, (Korth.) Steud., Magnoliophyta: Rubiaceae, tree,extinct,,
432,Neesia altissima, (Blume) Blume, Magnoliophyta: Malvaceae, tree,extinct,,
433,Neesia malayana, Bakh., Magnoliophyta: Malvaceae, tree,extinct,,
434,Neobalanocarpus heimii, (King) P. S. Ashton, Magnoliophyta: Dipterocarpaceae, tree,extinct, cultivated,
435,Neonauclea pallida, (Reinw. ex Havil.) Bakh.f. ssp. malaccensis (Gand.) Ridsdale, Magnoliophyta: Rubiaceae, shrub,extinct,,
436,Nephelium laurinum, Blume, Magnoliophyta: Sapindaceae, tree,extinct,,
437,Nephelium ramboutan-ake, (Labill.) Leenh., Magnoliophyta: Sapindaceae, tree,extinct, cultivated,
438,Nervilia punctata, (Blume) Schltr., Magnoliophyta: Orchidaceae, herb,extinct,,
439,Neuwiedia griffithii, Rchb. f., Magnoliophyta: Orchidaceae, herb,extinct,,
440,Neuwiedia zollingeri, Rchb.f. var. singapureana (Baker) de Vogel, Magnoliophyta: Orchidaceae, herb,extinct,,
441,Nothaphoebe coriacea, Kosterm., Magnoliophyta: Lauraceae, tree,extinct,,
442,Nothocnide mollissima, (Blume) Chew, Magnoliophyta: Urticaceae, climber,extinct,,
443,Oberonia bertoldii, King & Prantl, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
444,Oberonia ciliolata, Hook. f., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
445,Oberonia dissitiflora, Ridl., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
446,Oberonia flabellifera, Holtt., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
447,Oberonia lunata, (Blume) Lindl., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
448,Oberonia lycopodioides, (K.D. Koenig) Ormerod., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
449,Oberonia miniata, Lindl., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
450,Oberonia stenophylla, Ridl., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
451,Ochreinauclea maingayi, (Hook. f.) Ridsdale, Magnoliophyta: Rubiaceae, tree,extinct,,
452,Ochrosia oppositifolia, (Lam.) K. Schum., Magnoliophyta: Apocynaceae, tree,extinct, cultivated, =Neisosperma oppositifolium (Lamk.) Fosb. & Sach.
453,Ochthocharis borneensis, Blume, Magnoliophyta: Melastomataceae, shrub,extinct,,
454,Ochthocharis javanica, Blume, Magnoliophyta: Melastomataceae, shrub,extinct,,
455,Ochthocharis paniculata, Korth., Magnoliophyta: Melastomataceae, shrub,extinct,,
456,Olax imbricata, Roxb., Magnoliophyta: Olacaceae, climber,extinct,,
457,Ophiorrhiza singaporensis, Ridl., Magnoliophyta: Rubiaceae, herb,extinct,,
458,Ormocarpum cochinchinense, (Lour.) Merr., Magnoliophyta: Fabaceae, tree,extinct,,
459,Ormosia sumatrana, (Miq.) Prain, Magnoliophyta: Fabaceae, tree,extinct,,
460,Orophea hastata, King, Magnoliophyta: Annonaceae, tree,extinct,,
461,Osmelia maingayi, King, Magnoliophyta: Salicaceae, tree,extinct,,
462,Oxyceros penangianus, (King & Gamble) Tirveng., Magnoliophyta: Rubiaceae, climber,extinct,,
463,Oxyceros scandens, (Blume) Tirveng., Magnoliophyta: Rubiaceae, climber,extinct,,
464,Oxystophyllum carnosum, Blume, Magnoliophyta: Orchidaceae, epiphyte,extinct,, =Dendrobium concinnum Miq.
465,Oxystophyllum excavatum, Blume, Magnoliophyta: Orchidaceae, epiphyte,extinct,, =Dendrobium excavatum (Blume) Miq.
466,Oxystophyllum sinuatum, (Lindl.) M.A. Clem., Magnoliophyta: Orchidaceae, epiphyte,extinct,, =Dendrobium sinuatum (Lindl.) Linl. ex Rchb.f.
467,Paederia verticillata, Blume, Magnoliophyta: Rubiaceae, climber,extinct,,
468,Pajanelia longifolia, (Willd.) K. Schum., Magnoliophyta: Bignoniaceae, tree,extinct,,
469,Palaquium oxleyanum, Pierre, Magnoliophyta: Sapotaceae, tree,extinct, cultivated,
470,Palaquium ridleyi, King & Gamble, Magnoliophyta: Sapotaceae, tree,extinct,,
471,Pandanus affinis, Kurz, Magnoliophyta: Pandanaceae, shrub,extinct,,
472,Pandanus polycephalus, Lam., Magnoliophyta: Pandanaceae, tree,extinct,,
473,Pandanus rostratus, Mart., Magnoliophyta: Pandanaceae, shrub,extinct,,
474,Parartocarpus venenosa, (Zoll. & Moritzi) Becc. ssp. forbesii (King) Jarrett, Magnoliophyta: Moraceae, tree,extinct,,
475,Parinari rigida, Kosterm., Magnoliophyta: Chrysobalanaceae, tree,extinct,,
476,Peristylus lacertifer, (Lindl.) J.J. Sm., Magnoliophyta: Orchidaceae, herb,extinct,,
477,Peristylus maingayi, (King & Pantl.) J.J. Wood & Omerod, Magnoliophyta: Orchidaceae, herb,extinct,, =P. candidus J.J. Sm.
478,Peronema canescens, Jack, Magnoliophyta: Lamiaceae, tree,extinct, cultivated,
479,Phalaenopsis cornu-cervi, (Breda) Blume & Rchb. f., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
480,Philydrum lanuginosum, Gaertn., Magnoliophyta: Philydraceae, herb,extinct,,
481,Pholidocarpus kingianus, (Becc.) Ridl., Magnoliophyta: Arecaceae, tree,extinct, cultivated,
482,Phreatia plantaginifolia, (K. D. Koenig) Ormerod, Magnoliophyta: Orchidaceae, epiphyte,extinct,, =P.  secunda (Blume) Lindl.
483,Phrynium villosulum, Miq., Magnoliophyta: Marantaceae, herb,extinct,,
484,Pinanga disticha, (Roxb.) Blume ex H. Wendl., Magnoliophyta: Arecaceae, shrub,extinct, cultivated,
485,Pinanga limosa, Ridl., Magnoliophyta: Arecaceae, shrub,extinct, cultivated,
486,Pinanga pectinata, Becc., Magnoliophyta: Arecaceae, shrub,extinct,,
487,Pinanga simplicifrons, (Miq.) Becc., Magnoliophyta: Arecaceae, shrub,extinct,,
488,Pinanga subruminata, Becc., Magnoliophyta: Arecaceae, shrub,extinct,,
489,Piper chaba, W. Hunter, Magnoliophyta: Piperaceae, climber,extinct,,
490,Piper lanatum, Roxb., Magnoliophyta: Piperaceae, climber,extinct,,
491,Piper maingayi, Hook. f., Magnoliophyta: Piperaceae, climber,extinct,,
492,Piper pachyphyllum, Hook. f., Magnoliophyta: Piperaceae, climber,extinct,,
493,Piper ribesioides, Wall., Magnoliophyta: Piperaceae, climber,extinct,,
494,Plagiostachys lateralis, (Ridl.) Ridl., Magnoliophyta: Zingiberaceae, herb,extinct,,
495,Plagiostachys mucida, Holtt., Magnoliophyta: Zingiberaceae, herb,extinct,,
496,Planchonia grandis, Ridl., Magnoliophyta: Lecythidaceae, tree,extinct,,
497,Platea latifolia, Blume, Magnoliophyta: Icacinaceae, tree,extinct,,
498,Platycerium ridleyi, Christ., Filicinophyta: Polypodiaceae, epiphyte,extinct,,
499,Plethiandra sessiliflora, (Cogn.) Burk., Magnoliophyta: Melastomataceae, epiphyte,extinct,,
500,Plocoglottis lowii, Rchb. f., Magnoliophyta: Orchidaceae, herb,extinct,,
501,Podochilus microphyllus, Lindl., Magnoliophyta: Orchidaceae, epiphyte,extinct,,
502,Poikilospermum cordifolium, (Barg.-Petr.) Merr., Magnoliophyta: Urticaceae, epiphyte,extinct,,
503,Poikilospermum microstachys, (Barg.-Petr.) Merr., Magnoliophyta: Urticaceae, epiphyte,extinct,,
504,Pollia secundiflora, (Blume) Backer, Magnoliophyta: Commelinaceae, herb,extinct,,
505,Polyalthia clavigera, King, Magnoliophyta: Annonaceae, tree,extinct,,
506,Polyosma conocarpa, Ridl., Magnoliophyta: Polyosmaceae, tree,extinct,,
507,Polyosma ridleyi, King, Magnoliophyta: Polyosmaceae, tree,extinct,,
508,Polystachya concreta, (Jacq.) Gary & Sweet, Magnoliophyta: Orchidaceae, epiphyte,extinct,,
509,Premna parasitica, Blume, Magnoliophyta: Lamiaceae, climber,extinct,,
510,Premna punctulata, C.B. Clarke, Magnoliophyta: Lamiaceae, climber,extinct,,
511,Premna ridleyi, King & Gamble, Magnoliophyta: Lamiaceae, climber,extinct,,
512,Pseuderanthemum kingii, (C.B. Clarke) Ridl., Magnoliophyta: Acanthaceae, herb,extinct,,
513,Psilotum complanatum, Sw., Filicinophyta: Psilotaceae, epiphyte,extinct,,
514,Pteleocarpa lamponga, (Miq.) Bakh. ex Heyne, Magnoliophyta: Boraginaceae, tree,extinct,,
515,Pterisanthes cissoides, Blume, Magnoliophyta: Vitaceae, climber,extinct,,
516,Pterococcus corniculatus, Pax & K. Hoffm., Magnoliophyta: Euphorbiaceae, climber,extinct,,
517,Pterospermum diversifolium, Blume, Magnoliophyta: Malvaceae, tree,extinct, cultivated,
518,Quassia indica, (Gaertn.) Nooteb., Magnoliophyta: Simaroubaceae, tree,extinct, cultivated,
519,Reissantia indica, (Willd.) Halle, Magnoliophyta: Celastraceae, climber,extinct,,
520,Renanthera elongata, (Blume) Lindl., Magnoliophyta: Orchidaceae, herb,extinct,,
521,Renanthera histrionica, (Rchb. f.) Ridl., Magnoliophyta: Orchidaceae, herb,extinct,, =R. histrionica (Rchb.f.) Ridl.
522,Rhododendron longiflorum, Lindl., Magnoliophyta: Ericaceae, epiphyte,extinct,,
